Date,Open,High,Low,Close
2025-12-17 00:00:00-05:00,98.20999908447266,98.63999938964844,98.18000030517578,98.37000274658203
2025-12-18 00:00:00-05:00,98.37999725341797,98.55999755859375,98.16999816894531,98.43000030517578
2025-12-19 00:00:00-05:00,98.45999908447266,98.75,98.41999816894531,98.5999984741211
2025-12-22 00:00:00-05:00,98.66999816894531,98.7300033569336,98.19999694824219,98.29000091552734
2025-12-23 00:00:00-05:00,98.19999694824219,98.19999694824219,97.8499984741211,97.94000244140625
2025-12-24 00:00:00-05:00,97.88999938964844,98.01000213623047,97.75,97.9800033569336
2025-12-26 00:00:00-05:00,97.91999816894531,98.12999725341797,97.86000061035156,98.0199966430664
2025-12-29 00:00:00-05:00,98.05000305175781,98.18000030517578,97.91999816894531,98.04000091552734
2025-12-30 00:00:00-05:00,98.01000213623047,98.2699966430664,97.94000244140625,98.23999786376953
2025-12-31 00:00:00-05:00,98.25,98.5,98.18000030517578,98.27999877929688
2026-01-02 00:00:00-05:00,98.23999786376953,98.48999786376953,98.1500015258789,98.41999816894531
2026-01-05 00:00:00-05:00,98.4800033569336,98.86000061035156,98.25,98.2699966430664
2026-01-06 00:00:00-05:00,98.41000366210938,98.62999725341797,98.16000366210938,98.58000183105469
2026-01-07 00:00:00-05:00,98.58000183105469,98.75,98.5,98.68000030517578
2026-01-08 00:00:00-05:00,98.73999786376953,98.9800033569336,98.68000030517578,98.93000030517578
2026-01-09 00:00:00-05:00,98.91000366210938,99.26000213623047,98.9000015258789,99.12999725341797
2026-01-12 00:00:00-05:00,99.16999816894531,99.25,98.66999816894531,98.86000061035156
2026-01-13 00:00:00-05:00,98.9000015258789,99.2300033569336,98.8499984741211,99.12999725341797
2026-01-14 00:00:00-05:00,99.19000244140625,99.25,98.93000030517578,99.12999725341797
2026-01-15 00:00:00-05:00,99.12999725341797,99.48999786376953,99.08999633789062,99.31999969482422
2026-01-16 00:00:00-05:00,99.37000274658203,99.4800033569336,99.16000366210938,99.38999938964844
2026-01-20 00:00:00-05:00,99.13999938964844,99.13999938964844,98.25,98.63999938964844
2026-01-21 00:00:00-05:00,98.61000061035156,98.87000274658203,98.37999725341797,98.76000213623047
2026-01-22 00:00:00-05:00,98.79000091552734,98.83000183105469,98.27999877929688,98.36000061035156
2026-01-23 00:00:00-05:00,98.33300018310547,98.48100280761719,97.42500305175781,97.45600128173828
